id,nb_blocks,nb_instructions,reuse,distance
1589,10,109,26,4466591
1590,5,41,26,4466591
1591,12,43,26,4466591
1592,13,86,26,4466591
1593,1,7,262,4483449
1594,4,25,26,4466591
1595,6,44,26,4466591
1596,13,48,26,4466591
1597,13,47,26,4466591
1598,12,52,26,4466591
1599,15,52,26,4466591
1600,7,46,26,4466591
1601,16,125,26,4466591
1602,3,16,26,4466591
1603,19,51,23,4466591
1604,6,33,23,4466591
1605,16,85,23,4466591
1606,1,14,26,4466591
1607,3,22,26,4466591
1608,7,57,26,4466591
1609,3,30,26,4466591
1610,2,7,26,4466591
1611,9,87,26,4466591
1612,5,37,26,4466591
1613,10,60,26,4466591
1614,8,49,26,4466591
1615,6,34,26,4466591
1616,8,64,26,4466591
1617,2,23,26,4466591
1618,5,30,26,4466591
1619,7,26,26,4466591
1620,11,86,26,4466591
1621,33,124,26,4466591
1622,4,29,26,4466591
1623,6,44,26,4466591
1624,2,24,26,4466591
1625,7,65,26,4466591
1626,8,42,26,4466591
1627,10,66,26,4466591
1628,2,13,26,4466591
1629,9,49,26,4466591
1630,11,67,26,4466591
1631,26,91,26,4466591
1632,15,53,13,4270634
1633,5,41,26,4466592
1634,14,98,26,4466592
1635,16,97,26,4466592
1636,7,66,26,4466592
1637,21,117,26,4466592
1638,20,154,26,4466592
1639,2,61,26,4466592
1640,1,8,26,4466592
1641,10,81,26,4466592
1642,8,30,26,4466592
1643,3,25,26,4466592
1644,6,62,26,4466592
1645,41,211,14,4466592
1646,14,44,26,4466592
1647,8,53,26,4466592
1648,1,12,26,4466592
1649,13,81,26,4466592
1650,12,57,14,4466592
1651,12,62,92,4466592
1652,20,107,14,4466592
1653,7,45,101,4466592
1654,9,49,14,4466592
1655,9,75,14,4466592
1656,7,62,102,4466592
1657,15,80,1,0
1658,15,49,102,4466590
1659,14,112,114,4466590
1660,7,61,26,4466590
1661,7,50,26,4466590
1662,4,56,26,4466590
1663,7,53,26,4466590
1664,5,55,27,4466590
1665,3,22,27,4466590
1666,2,20,27,4466590
1667,5,36,27,4466590
1668,5,47,27,4466590
1669,2,20,27,4466590
1670,1,11,27,4466590
1671,1,11,27,4466590
1672,1,9,26,4466590
1673,1,7,26,4466590
1674,1,10,26,4466590
1675,1,14,26,4466590
1676,3,12,26,4466590
1677,1,9,26,4466590
1678,1,10,26,4466590
1679,8,31,114,4466590
1680,1,12,114,4466590
1681,2,12,114,4466590
1682,1,10,114,4466590
1683,3,23,102,4466590
1684,5,29,102,4466590
1685,26,156,1,0
1686,4,21,1,0
1687,1,11,114,4466345
1688,2,13,114,4466345
1689,3,20,102,4466345
1690,12,58,26,4466345
1691,8,41,26,4466345
1692,2,17,26,4466345
1693,4,45,26,4466345
1694,2,26,26,4466345
1695,7,60,26,4466345
1696,1,13,26,4466345
1697,25,156,2,2681471
1698,5,39,54,4385981
1699,10,59,52,4385981
1700,5,46,54,4385981
1701,10,68,3,2681471
1702,3,25,5,2730961
1703,2,13,216,4466464
1704,1,12,26,4466060
1705,5,35,26,4466060
1706,1,12,26,4466060
1707,7,44,26,4466060
1708,24,118,26,4466060
1709,5,25,26,4466060
1710,2,23,26,4466060
1711,5,30,26,4466060
1712,11,84,26,4466060
1713,1,13,77,4466060
1714,1,22,26,4466060
1715,2,15,26,4466060
1716,1,15,26,4466060
1717,3,27,26,4466060
1718,5,29,26,4466060
1719,1,10,26,4466060
1720,1,10,26,4466060
1721,4,26,26,4466060
1722,4,28,26,4466060
1723,2,22,26,4466060
1724,4,26,26,4466060
1725,3,20,26,4466060
1726,1,9,26,4466060
1727,165,503,2,2497456
1728,6,50,26,4465982
1729,1,5,26,4465982
1730,3,9,26,4465982
1731,2,10,26,4465982
1732,18,66,23,4465982
1733,2,10,26,4465982
1734,1,5,26,4465982
1735,3,6,26,4465982
1736,2,15,26,4465982
1737,6,17,26,4465982
1738,5,31,26,4465982
1739,16,55,26,4465982
1740,12,36,26,4465982
1741,3,17,26,4465982
1742,6,33,236,4465982
1743,3,16,236,4465982
1744,9,32,236,4465982
1745,14,35,236,4465982
1746,8,36,236,4465982
1747,3,10,236,4465982
1748,6,34,236,4465982
1749,10,112,236,4465982
1750,6,52,236,4465982
1751,7,52,236,4465982
1752,15,88,236,4465982
1753,10,67,236,4465982
1754,13,62,92,4465982
1755,9,54,90,4465982
1756,2,22,90,4465982
1757,3,26,92,4465982
1758,17,87,86,4465982
1759,16,81,86,4465982
1760,11,53,85,4465982
1761,11,64,86,4465982
1762,6,26,258,4467038
1763,3,19,258,4467038
1764,14,91,172,4466510
1765,17,105,162,4466510
1766,12,50,2,3761990
1767,19,128,172,4466493
1768,6,33,170,4465965
1769,11,79,7,4272141
1770,17,104,1,0
1771,3,23,1,0
1772,5,51,1,0
1773,8,58,1,0
1774,7,51,1,0
1775,17,97,1,0
1776,19,100,2,250
1777,13,59,254,4421882
1778,13,67,1,0
1779,19,86,1,0
1780,17,81,1,0
1781,10,41,1,0
1782,5,34,1,0
1783,7,58,1,0
1784,9,52,1,0
1785,21,75,1,0
1786,5,39,1,0
1787,14,67,1,0
1788,5,96,1,0
1789,9,51,1,0
1790,22,96,1,0
1791,11,119,1,0
1792,22,141,1,0
1793,14,50,1,0
1794,7,39,1,0
1795,3,24,1,0
1796,10,49,1,0
1797,14,65,1,0
1798,6,30,86,4463512
1799,3,20,86,4463512
1800,3,21,86,4463512
1801,2,20,86,4463512
1802,5,21,86,4463512
1803,5,35,86,4463512
1804,5,29,172,4463583
1805,2,10,86,4463512
1806,1,9,86,4463512
1807,2,17,86,4463512
1808,18,112,86,4463512
1809,2,10,83,4463512
1810,2,16,83,4463512
1811,4,49,42,4463512
1812,7,36,83,4463512
1813,1,15,83,4463512
1814,5,35,83,4463512
1815,4,25,83,4463512
1816,1,7,83,4463512
1817,3,24,83,4463512
1818,3,6,83,4463512
1819,2,19,83,4463512
1820,5,26,83,4463512
1821,9,54,83,4463512
1822,8,51,83,4463512
1823,3,19,83,4463512
1824,2,16,83,4463512
1825,3,17,83,4463512
1826,9,62,83,4463512
1827,2,17,83,4463512
1828,1,12,83,4463512
1829,1,6,83,4463512
1830,3,11,82,4416178
1831,12,97,82,4416178
1832,2,20,83,4416178
1833,17,95,168,4416314
1834,8,48,85,4415763
1835,5,39,84,4415763
1836,8,57,2,3662983
1837,8,60,86,4415398
1838,9,53,83,4415398
1839,1,13,83,4415398
1840,2,30,82,4415398
1841,4,15,82,4415398
1842,4,29,82,4415398
1843,2,23,82,4415398
1844,1,8,82,4415398
1845,2,8,82,4415398
1846,1,12,82,4415398
1847,4,13,82,4415398
1848,6,46,82,4415398
1849,10,73,170,4415703
1850,10,44,170,4415703
1851,10,72,84,4415398
1852,20,121,85,4415398
1853,63,197,1,0
1854,22,194,1,0
1855,33,314,2,2016
1856,16,87,2,3665453
1857,2,6,2,3665453
1858,3,15,2,3665453
1859,5,43,2,3665453
1860,2,7,2,3665453
1861,4,10,2,3665453
1862,5,34,2,3665453
1863,37,352,2,1814
1864,5,34,2,3665355
1865,9,72,1,0
1866,118,1000,2,3665771
1867,59,491,1,0
1868,31,153,1,0
1869,1,13,2,2757073
1870,2,25,1,0
1871,8,52,79,4444155
1872,17,102,52,2743027
1873,9,60,14,711547
1874,5,50,41,4396814
1875,305,1000,1,0
1876,15,67,25,4250251
1877,5,20,25,4250251
1878,20,77,117,4378450
1879,220,1000,110,4378450
1880,200,620,4,3124776
1881,3,23,197,4370846
1882,7,34,210,4378598
1883,9,26,210,4378598
1884,4,34,82,4378593
1885,2,12,82,4378593
1886,4,31,82,4378593
1887,121,371,6,2582363
1888,38,192,61,4316722
1889,11,68,73,4316722
1890,46,252,25,4253030
1891,17,157,25,4253030
1892,26,178,25,4253030
1893,13,103,25,4253030
1894,1,12,25,4253030
1895,10,55,25,4253030
1896,13,78,64,4378178
1897,8,40,51,4316261
1898,14,106,2,484893
1899,9,59,51,4316258
1900,11,92,4,456333
1901,5,36,2,484508
1902,11,44,51,4316272
1903,15,68,51,4316272
1904,3,21,51,4316272
1905,4,25,51,4316272
1906,18,132,51,4316272
1907,11,70,49,4316272
1908,4,51,49,4316272
1909,6,47,51,4316272
1910,10,88,4,456332
1911,11,94,88,4316264
1912,1,9,88,4316264
1913,7,32,88,4316264
1914,11,53,78,4316264
1915,19,106,78,4316264
1916,11,95,88,4316264
1917,13,78,97,4391907
1918,12,72,88,4316264
1919,21,118,90,4392588
1920,5,26,88,4316264
1921,4,28,88,4316264
1922,2,5,88,4316264
1923,123,377,6,3785601
1924,209,772,4,3806447
1925,186,578,5,3586046
1926,231,838,3,2653600
1927,9,83,48,4316191
1928,7,29,48,4316191
1929,11,61,48,4316191
1930,6,33,48,4316191
1931,101,311,7,3616041
1932,239,862,3,2845939
1933,208,644,5,3423928
1934,89,275,9,4295256
1935,19,112,47,4254492
1936,8,43,2,130390
1937,99,305,6,3138226
1938,247,886,6,3321787
1939,210,650,5,3990248
1940,18,101,1,0
1941,21,119,1,0
1942,219,802,11,4191123
1943,230,710,3,2349907
1944,5,25,13,4252785
1945,27,136,1,0
1946,16,105,25,4252856
1947,5,40,25,4252856
1948,8,36,25,4252856
1949,21,118,10,4252856
1950,10,82,25,4252851
1951,119,365,9,3838652
1952,27,111,13,4252869
1953,56,546,1,0
1954,2,13,13,4252887
1955,6,47,10,4252887
1956,5,21,10,4252887
1957,2,12,13,4252887
1958,1,7,13,4252887
1959,3,9,10,4252887
1960,4,13,10,4252887
1961,13,41,10,4252887
1962,3,21,10,4252887
1963,5,36,10,4252887
1964,2,15,10,4252887
1965,7,37,10,4252887
1966,3,11,10,4252887
1967,4,17,13,4252887
1968,15,62,10,4252887
1969,16,54,10,4252887
1970,18,108,24,4252887
1971,127,389,9,4175247
1972,69,215,2,2329454
1973,234,722,5,4101284
1974,15,94,5,4039869
1975,4,30,19,4041665
1976,4,30,19,4041665
1977,5,31,15,4041665
1978,4,29,15,4041665
1979,9,65,5,4039869
1980,12,69,15,4041663
1981,4,30,19,4041663
1982,4,30,19,4041663
1983,5,31,15,4041663
1984,4,29,15,4041663
1985,7,51,15,4041663
1986,15,95,10,4040766
1987,9,63,10,4040766
1988,9,80,47,4124113
1989,185,700,5,3070932
1990,244,752,4,1922352
1991,187,706,5,3953055
1992,196,608,9,3706503
1993,115,353,10,3859587
1994,22,80,6,3888833
1995,12,58,10,3888833
1996,26,146,10,3888833
1997,22,126,10,3888833
1998,280,1000,10,3888833
1999,57,180,1,0
2000,111,341,2,2154482
2001,195,730,6,4039301
2002,40,209,9,3888827
2003,11,40,12,3888827
2004,9,45,12,3888827
2005,8,71,12,3888827
2006,12,76,12,3888827
2007,6,41,12,3888827
2008,23,128,12,3888827
2009,7,53,11,3888827
2010,6,44,12,3888827
2011,5,29,12,3888827
2012,20,116,12,3888827
2013,5,19,12,3888827
2014,3,21,12,3888827
2015,125,383,12,4065742
2016,71,221,3,3684450
2017,232,716,4,3101513
2018,87,269,8,3942035
2019,199,742,3,3549648
2020,220,1000,3,2104112
2021,207,643,1,0
2022,79,245,11,3442699
2023,81,251,6,3962366
2024,207,766,5,3500661
2025,59,186,2,3241331
2026,245,880,6,3159018
2027,8,51,1,0
2028,51,162,1,0
2029,241,868,1,0
2030,236,728,3,3530598
2031,205,760,8,3021556
2032,27,142,1,0
2033,13,98,3,2107311
2034,57,552,1,0
2035,159,485,2,2649303
2036,14,86,3,2488357
2037,221,808,6,2680607
2038,193,724,4,2527204
2039,107,329,5,3696859
2040,217,796,4,3486085
2041,192,596,2,1762352
2042,194,602,4,2025113
2043,77,239,3,2689208
2044,129,395,5,1738384
2045,224,692,6,3605385
2046,14,91,2,1418361
2047,8,55,3,3379931
2048,237,856,9,3658892
2049,197,736,7,3477096
2050,206,638,4,580673
2051,7,50,69,3690556
2052,75,233,2,661021
2053,214,662,3,3029825
2054,135,413,4,3318230
2055,213,784,6,3386192
2056,239,739,1,0
2057,117,359,5,938507
2058,204,632,2,3411377
2059,25,126,1,0
2060,95,293,7,3451961
2061,43,414,1,0
2062,163,497,1,0
2063,240,740,5,1199450
2064,201,748,4,3415090
2065,215,790,2,1457009
2066,103,317,7,3256673
2067,233,844,2,543547
2068,37,120,1,0
2069,190,590,3,2017296
2070,73,227,1,0
2071,91,281,6,2222410
2072,133,407,1,0
2073,211,778,3,3064452
2074,203,754,3,1077214
2075,191,718,3,2324729
2076,15,64,1,0
2077,8,64,1,0
2078,145,443,1,0
2079,182,566,3,2863008
2080,19,122,3,2656632
2081,31,118,3,2656632
2082,97,299,5,2996633
2083,93,287,8,2914421
2084,223,814,4,2914382
2085,175,533,1,0
2086,242,746,4,2325763
2087,228,704,2,1468872
2088,188,584,2,1906051
2089,229,832,5,2153934
2090,23,102,1,0
2091,28,266,1,0
2092,151,461,2,1054464
2093,113,347,5,2219939
2094,218,674,3,2293532
2095,239,879,1,0
2096,13,106,3,1302849
2097,2,15,4,1958485
2098,2,27,3,1302849
2099,5,33,3,1302849
2100,198,614,3,893843
2101,243,874,3,1591354
2102,38,203,3,2127988
2103,225,820,5,1892671
2104,131,401,4,1690905
2105,227,826,4,2087978
2106,189,712,5,2418266
2107,235,850,3,986602
2108,23,89,1,0
2109,16,144,1,0
2110,216,668,6,1340179
2111,67,209,3,1666573
2112,25,84,1,0
2113,243,891,1,0
2114,171,521,1,0
2115,83,257,6,1909174
2116,9,46,24,2224555
2117,109,335,2,715672
2118,212,656,2,348725
2119,65,203,3,1506477
2120,16,117,1,0
2121,1,13,4,1115630
2122,45,144,1,0
2123,27,148,1,0
2124,67,652,2,18625
2125,8,58,3,1080579
2126,13,107,1,0
2127,2,6,3,1080575
2128,8,36,3,1080575
2129,8,24,2,1080575
2130,5,20,3,1080575
2131,3,11,3,1080575
2132,2,15,3,1080575
2133,7,39,3,1080575
2134,11,58,3,1080575
2135,3,23,3,1080575
2136,6,31,3,1080575
2137,5,31,3,1080575
2138,3,14,3,1080575
2139,4,18,3,1080575
2140,18,54,3,1080575
2141,8,38,3,1080575
2142,22,104,3,1080575
2143,15,50,3,1080575
2144,47,487,1,0
2145,15,117,3,1080484
2146,169,515,2,1780198
2147,8,48,3,1080442
2148,2,12,3,1080386
2149,3,8,3,1080386
2150,2,14,3,1080386
2151,12,38,3,1080386
2152,238,734,3,1798052
2153,14,75,2,563302
2154,7,32,2,563302
2155,193,601,1,0
2156,137,419,1,0
2157,14,99,1,0
2158,9,36,1,0
2159,12,93,1,0
2160,27,139,1,0
2161,57,556,2,19108
2162,16,103,2,732835
2163,7,21,1,0
2164,52,557,1,0
2165,28,166,1,0
2166,12,94,1,0
2167,18,117,1,0
2168,6,47,1,0
2169,4,22,1,0
2170,11,106,1,0
2171,8,62,1,0
2172,1,12,1,0
2173,4,51,1,0
2174,1,13,1,0
2175,1,11,1,0
2176,1,12,1,0
2177,12,64,1,0
2178,1,10,1,0
2179,4,21,1,0
2180,12,77,1,0
2181,17,104,1,0
2182,3,20,1,0
2183,8,36,3,978
2184,13,68,2,489
2185,17,105,2,489
2186,12,79,2,489
2187,5,39,1,0
2188,9,69,1,0
2189,6,32,1,0
2190,15,75,1,0
2191,4,51,1,0
2192,5,33,1,0
2193,5,34,1,0
2194,3,20,1,0
2195,6,55,1,0
2196,31,151,1,0
2197,5,40,1,0
2198,5,51,1,0
2199,12,51,1,0
2200,5,38,1,0
2201,10,34,1,0
2202,2,1000,1,0
2203,11,359,1,0
2204,6,22,1,0
2205,1,15,1,0
2206,1,16,1,0
2207,3,20,1,0
2208,8,39,1,0
2209,5,34,1,0
2210,3,29,1,0
2211,10,69,1,0
2212,4,30,1,0
2213,4,30,1,0
2214,9,62,1,0
2215,4,30,1,0
2216,4,30,1,0
2217,18,115,1,0
2218,20,113,2,283
2219,17,89,1,0
2220,9,55,1,0
2221,4,61,1,0
2222,6,35,1,0
2223,4,16,1,0
2224,1,11,1,0
2225,9,40,1,0
2226,10,82,1,0
2227,13,72,1,0
2228,14,74,1,0
2229,2,13,1,0
2230,14,90,1,0
2231,4,29,1,0
2232,14,96,1,0
2233,8,54,1,0
2234,3,33,1,0
2235,5,42,1,0
2236,15,112,1,0
2237,15,89,1,0
2238,3,22,1,0
2239,3,22,1,0
2240,10,54,1,0
2241,14,80,1,0
2242,11,42,1,0
2243,8,67,1,0
2244,1,9,1,0
2245,1,10,1,0
2246,4,25,1,0
2247,5,23,1,0
2248,8,34,1,0
2249,2,21,1,0
2250,1,8,1,0
2251,1,10,1,0
2252,3,20,1,0
2253,6,45,1,0
2254,5,35,1,0
2255,1,24,1,0
2256,1,5,1,0
2257,4,32,1,0
2258,5,52,1,0
2259,13,72,3,1091394
2260,18,110,3,1091394
2261,11,77,1,0
2262,220,680,2,1598325
2263,18,106,32,1645748
2264,7,51,1,0
2265,141,431,1,0
2266,27,145,1,0
2267,64,624,1,0
2268,139,425,2,1405156
2269,202,626,2,1192103
2270,29,146,1,0
2271,61,596,2,18432
2272,38,396,1,0
2273,155,473,1,0
2274,16,97,2,251466
2275,12,64,3,1605
2276,16,98,2,796
2277,8,45,1,0
2278,20,109,1,0
2279,7,34,3,400
2280,13,67,2,131
2281,10,42,1,0
2282,8,40,1,0
2283,2,7,1,0
2284,3,24,1,0
2285,269,971,1,0
2286,179,545,1,0
2287,184,572,1,0
2288,13,120,1,0
2289,4,38,1,0
2290,25,234,1,0
2291,27,254,2,2230
2292,49,476,1,0
2293,44,424,1,0
2294,77,647,1,0
2295,21,117,1,0
2296,29,149,1,0
2297,222,686,1,0
2298,61,592,1,0
2299,147,449,1,0
2300,14,74,1,0
2301,49,156,1,0
2302,23,86,1,0
2303,10,84,1,0
2304,14,92,1,0
2305,73,228,1,0
2306,81,252,1,0
2307,161,491,1,0
2308,42,249,1,0
2309,26,141,1,0
2310,58,564,1,0
2311,3,9,1,0
